"Nome Lavoura","Ano","Sigla Região Geográfica IBGE","Sigla UF IBGE","Nome Mesorregião","Nome Microrregião","Nome Município IBGE","Área Colhida","Qtd.Produzida","Valor Produção (Moeda em Real)"
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Santo Ângelo","Entre-Ijuís","30","50,4","36662"
"Soja (em grão)","2000","S","PR","Oeste Paranaense","Cascavel","Lindoeste","3,15","7,875","2174"
"Soja (em grão)","1996","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Toropi","","",""
"Soja (em grão)","1991","S","SC","Oeste Catarinense","Xanxerê","Faxinal dos Guedes","9","13,5","0,314967272727273"
"Soja (em grão)","2007","S","PR","Norte Central Paranaense","Astorga","Santa Fé","7","19,95","8978"
"Soja (em grão)","1999","S","SC","Vale do Itajaí","Itajaí","Bombinhas","","",""
"Soja (em grão)","2000","S","PR","Oeste Paranaense","Cascavel","Campo Bonito","14","39,2","10819"
"Soja (em grão)","2009","S","PR","Norte Central Paranaense","Maringá","Mandaguari","3,6","7,56","5821"
"Soja (em grão)","2003","S","PR","Centro Ocidental Paranaense","Goioerê","Goioerê","26,5","80,163","45773"
"Soja (em grão)","2010","S","PR","Noroeste Paranaense","Umuarama","Maria Helena","0,125","0,313","172"
"Soja (em grão)","1998","S","PR","Noroeste Paranaense","Umuarama","Alto Piquiri","4,525","11,725","2451"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Soledade","Mormaço","8,7","21,924","11965"
"Soja (em grão)","2018","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Igrejinha","0,009","0,027",""
"Soja (em grão)","1990","S","RS","Metropolitana de Porto Alegre","Camaquã","Arambaré","","",""
"Soja (em grão)","2001","S","RS","Metropolitana de Porto Alegre","Montenegro","Montenegro","","",""
"Soja (em grão)","2014","S","PR","Sudeste Paranaense","Irati","Irati","24,55","76,973","83046"
"Soja (em grão)","1997","S","PR","Norte Central Paranaense","Floraí","Doutor Camargo","7,715","22,343","5474"
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Concórdia","Irani","1,3","3,744","861"
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Chapecó","Maravilha","1,5","4,05","2430"
"Soja (em grão)","1999","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Gramado","","",""
"Soja (em grão)","1998","S","PR","Norte Pioneiro Paranaense","Assaí","Jataizinho","5,5","11,55","2460"
"Soja (em grão)","1993","S","PR","Norte Pioneiro Paranaense","Assaí","Assaí","14,2","33,774","161,930909090909"
"Soja (em grão)","2014","S","SC","Oeste Catarinense","Joaçaba","Iomerê","0,05","0,18","189"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Osório","Tavares","","",""
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Santa Rosa","Santa Rosa","29,1","57,618","8697"
"Soja (em grão)","1997","S","SC","Sul Catarinense","Tubarão","Braço do Norte","","",""
"Soja (em grão)","2013","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Dona Francisca","0,22","0,673","599"
"Soja (em grão)","2009","S","PR","Noroeste Paranaense","Umuarama","Iporã","13","21,268","16589"
"Soja (em grão)","2018","S","PR","Norte Central Paranaense","Ivaiporã","Nova Tebas","8,5","31,45",""
"Soja (em grão)","2006","S","RS","Metropolitana de Porto Alegre","Montenegro","Bom Princípio","0,015","0,017","8"
"Soja (em grão)","2013","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Arroio do Tigre","7","23,52","20137"
"Soja (em grão)","1997","S","SC","Oeste Catarinense","Chapecó","Guatambú","1,5","3,42","898"
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Concórdia","Concórdia","2","1,8","6,84"
"Soja (em grão)","2002","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Morro Reuter","","",""
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Carazinho","Nova Boa Vista","4,4","11,88","10630"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Novo Tiradentes","1","1,9","760"
"Soja (em grão)","2008","S","PR","Norte Central Paranaense","Faxinal","Bom Sucesso","2","6","4200"
"Soja (em grão)","1996","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Travesseiro","0,3","0,45","101"
"Soja (em grão)","2013","S","RS","Sudoeste Rio-grandense","Campanha Ocidental","Quaraí","","",""
"Soja (em grão)","2001","S","PR","Centro Ocidental Paranaense","Goioerê","Moreira Sales","3","8,553","2309"
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Concórdia","Presidente Castello Branco","","",""
"Soja (em grão)","2006","S","PR","Norte Central Paranaense","Porecatu","Prado Ferreira","6,534","16,074","6108"
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Ijuí","São Valério do Sul","7,35","25,505","28878"
"Soja (em grão)","1994","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santa Amélia","0,9","2,007","351"
"Soja (em grão)","1994","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Joaquim Távora","0,024","0,05","9"
"Soja (em grão)","2012","S","RS","Metropolitana de Porto Alegre","Osório","Caraá","","",""
"Soja (em grão)","1992","S","SC","Oeste Catarinense","Concórdia","Alto Bela Vista","","",""
"Soja (em grão)","1995","S","SC","Vale do Itajaí","Ituporanga","Petrolândia","","",""
"Soja (em grão)","2013","S","PR","Norte Central Paranaense","Londrina","Rolândia","22,812","74,386","68019"
"Soja (em grão)","2017","S","SC","Oeste Catarinense","São Miguel do Oeste","São Miguel do Oeste","1,54","5,496","5946"
"Soja (em grão)","2017","S","PR","Norte Central Paranaense","Ivaiporã","Cândido de Abreu","18","36,21","35486"
"Soja (em grão)","1990","S","RS","Nordeste Rio-grandense","Guaporé","Paraí","0,33","0,594","0,00222909090909091"
"Soja (em grão)","2016","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Joaquim Távora","2,58","6,715","7104"
"Soja (em grão)","2011","S","SC","Sul Catarinense","Tubarão","Capivari de Baixo","","",""
"Soja (em grão)","2013","S","PR","Metropolitana de Curitiba","Lapa","Lapa","41,946","135,927","124509"
"Soja (em grão)","1991","S","PR","Sudoeste Paranaense","Francisco Beltrão","Flor da Serra do Sul","","",""
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Ijuí","São Valério do Sul","5,5","9,9","1139"
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Passo Fundo","Charrua","8,75","27,738","26074"
"Soja (em grão)","2016","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santa Amélia","5,325","15,017","15888"
"Soja (em grão)","2015","S","PR","Norte Central Paranaense","Ivaiporã","Ariranha do Ivaí","15","46,5","46198"
"Soja (em grão)","2016","S","RS","Sudeste Rio-grandense","Pelotas","Morro Redondo","0,4","0,324","380"
"Soja (em grão)","2000","S","SC","Oeste Catarinense","Joaçaba","Joaçaba","","",""
"Soja (em grão)","1998","S","PR","Oeste Paranaense","Toledo","Pato Bragado","4,03","9,636","2014"
"Soja (em grão)","2017","S","PR","Centro-Sul Paranaense","Guarapuava","Cantagalo","18","66,42","62460"
"Soja (em grão)","1991","S","SC","Grande Florianópolis","Florianópolis","Governador Celso Ramos","","",""
"Soja (em grão)","2012","S","PR","Centro Oriental Paranaense","Ponta Grossa","Palmeira","49,5","162,9","157506"
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Chapecó","Modelo","0,22","0,528","145"
"Soja (em grão)","2014","S","PR","Sudoeste Paranaense","Francisco Beltrão","Francisco Beltrão","15,2","38,44","40864"
"Soja (em grão)","2010","S","PR","Sudoeste Paranaense","Francisco Beltrão","Salgado Filho","0,3","0,84","438"
"Soja (em grão)","2006","S","PR","Centro-Sul Paranaense","Palmas","Mangueirinha","30,5","79,3","30134"
"Soja (em grão)","2000","S","SC","Sul Catarinense","Tubarão","Pedras Grandes","","",""
"Soja (em grão)","2005","S","PR","Centro-Sul Paranaense","Palmas","Palmas","13","25,74","12355"
"Soja (em grão)","1999","S","SC","Oeste Catarinense","Concórdia","Arvoredo","","",""
"Soja (em grão)","2008","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Gramado Xavier","0,43","1,032","361"
"Soja (em grão)","1994","S","RS","Sudeste Rio-grandense","Pelotas","Morro Redondo","","",""
"Soja (em grão)","2005","S","SC","Sul Catarinense","Tubarão","Grão Pará","","",""
"Soja (em grão)","2011","S","RS","Metropolitana de Porto Alegre","Montenegro","Salvador do Sul","","",""
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Carazinho","Sarandi","18,2","67,704","78022"
"Soja (em grão)","2012","S","SC","Vale do Itajaí","Rio do Sul","José Boiteux","","",""
"Soja (em grão)","2004","S","PR","Metropolitana de Curitiba","Lapa","Porto Amazonas","4,8","11,904","7738"
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Erechim","Cruzaltense","6,05","14,883","10194"
"Soja (em grão)","2016","S","SC","Vale do Itajaí","Blumenau","Brusque","","",""
"Soja (em grão)","2000","S","PR","Noroeste Paranaense","Paranavaí","Porto Rico","","",""
"Soja (em grão)","1993","S","PR","Oeste Paranaense","Toledo","Maripá","25","41,28","196,410181818182"
"Soja (em grão)","2001","S","PR","Metropolitana de Curitiba","Curitiba","Araucária","0,48","1,152","346"
"Soja (em grão)","2006","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Igrejinha","0,02","0,024","9"
"Soja (em grão)","1998","S","SC","Oeste Catarinense","Chapecó","Santa Terezinha do Progresso","0,05","0,055","12"
"Soja (em grão)","1994","S","SC","Vale do Itajaí","Blumenau","Brusque","","",""
"Soja (em grão)","1999","S","SC","Oeste Catarinense","São Miguel do Oeste","Riqueza","0,25","0,36","96"
"Soja (em grão)","2000","S","RS","Nordeste Rio-grandense","Guaporé","Nova Bassano","0,005","0,005","2"
"Soja (em grão)","2014","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Nova Hartz","","",""
"Soja (em grão)","1999","S","RS","Nordeste Rio-grandense","Caxias do Sul","Carlos Barbosa","","",""
"Soja (em grão)","2002","S","PR","Oeste Paranaense","Foz do Iguaçu","Ramilândia","2","6,2","2604"
"Soja (em grão)","2008","S","PR","Sudeste Paranaense","Prudentópolis","Imbituva","5,52","15,288","11160"
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Carazinho","Sarandi","19,45","35,01","6151"
"Soja (em grão)","2003","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","São José da Boa Vista","1,7","5,44","3264"
"Soja (em grão)","2012","S","RS","Nordeste Rio-grandense","Vacaria","Muitos Capões","43","94,6","94865"
"Soja (em grão)","1995","S","RS","Metropolitana de Porto Alegre","Montenegro","Brochier","0,035","0,06","10"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Passo Fundo","Vila Lângaro","8,65","28,545","15319"
"Soja (em grão)","2011","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Trindade do Sul","11","30,8","20287"
"Soja (em grão)","2018","S","PR","Noroeste Paranaense","Umuarama","Ivaté","0,34","1,088",""
"Soja (em grão)","1992","S","SC","Oeste Catarinense","Chapecó","Palmitos","1,2","2,16","0,418647272727273"
"Soja (em grão)","2002","S","PR","Sudoeste Paranaense","Pato Branco","Vitorino","11,37","29,49","11059"
"Soja (em grão)","1992","S","RS","Sudeste Rio-grandense","Jaguarão","Herval","","",""
"Soja (em grão)","1990","S","RS","Centro Ocidental Rio-grandense","Santa Maria","São Vicente do Sul","8","10,8","0,0379709090909091"
"Soja (em grão)","1995","S","PR","Centro Ocidental Paranaense","Campo Mourão","Mamborê","48","131,04","18346"
"Soja (em grão)","1990","S","PR","Centro Oriental Paranaense","Jaguariaíva","Arapoti","6","11,28","0,0367934545454545"
"Soja (em grão)","2018","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Nova Esperança do Sul","3,3","10,89",""
"Soja (em grão)","2014","S","SC","Vale do Itajaí","Blumenau","Guabiruba","","",""
"Soja (em grão)","1997","S","PR","Sudoeste Paranaense","Francisco Beltrão","Marmeleiro","3,5","9,1","2503"
"Soja (em grão)","1994","S","PR","Sudeste Paranaense","Irati","Irati","1,3","3,25","553"
"Soja (em grão)","2017","S","SC","Sul Catarinense","Araranguá","Timbé do Sul","","",""
"Soja (em grão)","2012","S","SC","Vale do Itajaí","Ituporanga","Imbuia","0,25","0,825","743"
"Soja (em grão)","1990","S","PR","Oeste Paranaense","Cascavel","Três Barras do Paraná","6","9,6","0,0290898181818182"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Vista Alegre","1,8","3,492","1074"
"Soja (em grão)","1994","S","SC","Oeste Catarinense","Joaçaba","Iomerê","","",""
"Soja (em grão)","2011","S","SC","Oeste Catarinense","Joaçaba","Ibicaré","0,03","0,09","64"
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Novo Xingu","3,7","12,21","12527"
"Soja (em grão)","2006","S","PR","Sudeste Paranaense","Irati","Rio Azul","5,6","14,28","6283"
"Soja (em grão)","1995","S","PR","Sudeste Paranaense","Prudentópolis","Teixeira Soares","12","32,4","4860"
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Santo Ângelo","Catuípe","34,5","117,33","109685"
"Soja (em grão)","2016","S","SC","Oeste Catarinense","Joaçaba","Iomerê","0,06","0,18","210"
"Soja (em grão)","1995","S","PR","Metropolitana de Curitiba","Curitiba","Colombo","","",""
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Não-Me-Toque","Colorado","15,5","51,15","28466"
"Soja (em grão)","2016","S","PR","Sudeste Paranaense","Irati","Irati","27,7","82,8","92739"
"Soja (em grão)","2013","S","PR","Centro Ocidental Paranaense","Campo Mourão","Fênix","12,02","41,187","36421"
"Soja (em grão)","2013","S","RS","Nordeste Rio-grandense","Guaporé","Serafina Corrêa","2,2","7,92","7061"
"Soja (em grão)","2017","S","PR","Norte Central Paranaense","Maringá","Maringá","24","86,4","91498"
"Soja (em grão)","2018","S","SC","Serrana","Curitibanos","Frei Rogério","3","9",""
"Soja (em grão)","1999","S","SC","Sul Catarinense","Tubarão","Grão Pará","","",""
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Concórdia","Ipira","0,8","0,96","3,65018181818182"
"Soja (em grão)","1997","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Bom Retiro do Sul","","",""
"Soja (em grão)","2014","S","PR","Sudeste Paranaense","União da Vitória","Porto Vitória","0,4","1,04","1144"
"Soja (em grão)","1999","S","PR","Centro-Sul Paranaense","Palmas","Palmas","5,9","13,157","3276"
"Soja (em grão)","2000","S","SC","Sul Catarinense","Tubarão","Sangão","","",""
"Soja (em grão)","2005","S","SC","Oeste Catarinense","Concórdia","Arvoredo","0,14","0,126","63"
"Soja (em grão)","1998","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Passo do Sobrado","0,38","0,684","154"
"Soja (em grão)","1992","S","RS","Sudoeste Rio-grandense","Campanha Ocidental","Maçambará","","",""
"Soja (em grão)","2000","S","PR","Sudoeste Paranaense","Capanema","Pranchita","9,532","27,155","7495"
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Santa Cruz do Sul","0,9","1,998","1099"
"Soja (em grão)","2015","S","RS","Metropolitana de Porto Alegre","Montenegro","Pareci Novo","","",""
"Soja (em grão)","2008","S","PR","Sudoeste Paranaense","Francisco Beltrão","Bom Jesus do Sul","1","2,8","1960"
"Soja (em grão)","2015","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Cruzeiro do Sul","3,1","10,23","10307"
"Soja (em grão)","2005","S","SC","Oeste Catarinense","São Miguel do Oeste","Riqueza","0,4","0,432","216"
"Soja (em grão)","2005","S","RS","Nordeste Rio-grandense","Caxias do Sul","Carlos Barbosa","","",""
"Soja (em grão)","2000","S","RS","Sudoeste Rio-grandense","Campanha Central","São Gabriel","22","30,36","8987"
"Soja (em grão)","2016","S","PR","Norte Central Paranaense","Astorga","Nova Esperança","3,789","7,955","8670"
"Soja (em grão)","2002","S","PR","Centro-Sul Paranaense","Palmas","Honório Serpa","16,985","44,938","16852"
"Soja (em grão)","1994","S","PR","Norte Central Paranaense","Astorga","Nova Esperança","1,5","3,9","694"
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Três Passos","Doutor Maurício Cardoso","13","17,55","0,304178909090909"
"Soja (em grão)","2008","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Tabaí","","",""
"Soja (em grão)","1994","S","SC","Oeste Catarinense","São Miguel do Oeste","São José do Cedro","0,2","0,18","31"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Sananduva","Maximiliano de Almeida","1","2,4","797"
"Soja (em grão)","2009","S","PR","Sudoeste Paranaense","Francisco Beltrão","Salgado Filho","0,35","0,84","655"
"Soja (em grão)","2005","S","PR","Norte Pioneiro Paranaense","Jacarezinho","Jundiaí do Sul","3,5","7,35","3859"
"Soja (em grão)","1997","S","SC","Oeste Catarinense","Joaçaba","Arroio Trinta","","",""
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Joaçaba","Luzerna","","",""
"Soja (em grão)","1995","S","PR","Sudeste Paranaense","União da Vitória","Bituruna","","",""
"Soja (em grão)","2011","S","SC","Oeste Catarinense","São Miguel do Oeste","Romelândia","0,25","0,825","561"
"Soja (em grão)","2006","S","SC","Oeste Catarinense","São Miguel do Oeste","Barra Bonita","0,04","0,096","35"
"Soja (em grão)","2007","S","PR","Noroeste Paranaense","Umuarama","Xambrê","0,6","1,68","823"
"Soja (em grão)","2003","S","SC","Serrana","Curitibanos","Brunópolis","2,4","6,48","3629"
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Carazinho","Sagrada Família","","",""
"Soja (em grão)","2016","S","SC","Oeste Catarinense","São Miguel do Oeste","São José do Cedro","5,1","16,83","19635"
"Soja (em grão)","1993","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Cachoeira do Sul","20","36","245,077818181818"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Carazinho","Carazinho","33,3","83,916","39860"
"Soja (em grão)","2014","S","SC","Sul Catarinense","Araranguá","Balneário Arroio do Silva","","",""
"Soja (em grão)","2011","S","RS","Metropolitana de Porto Alegre","Osório","Balneário Pinhal","","",""
"Soja (em grão)","2012","S","SC","Oeste Catarinense","São Miguel do Oeste","São Miguel do Oeste","0,95","1,026","932"
